312853.0,652715.0,972355.0,2079051.0,1648139.0,1157237.0,791761.0,450107.0,500587.0,819801.0,1589669.0,1956523.0,1461911.0,999807.0,613331.0
364281.0,895857.0,1184841.0,1854293.0,1089247.0,1331823.0,765169.0,528149.0,476283.0,825685.0,1319737.0,1386617.0,1226385.0,1101413.0,671365.0
408879.0,1042111.0,1474121.0,6378171.0,1342831.0,1090583.0,567987.0,256683.0,667757.0,1219307.0,2691201.0,2506711.0,1216725.0,814287.0,412969.0
291139.0,649191.0,812311.0,2283289.0,2045333.0,1658859.0,465061.0,263629.0,440591.0,721497.0,1430251.0,1980187.0,1627851.0,914597.0,362793.0
268623.0,610479.0,754743.0,1535603.0,1341953.0,842841.0,1593911.0,260713.0,424465.0,676237.0,1170099.0,1468567.0,1095955.0,1228397.0,937859.0
257331.0,546397.0,849865.0,1387497.0,1284281.0,1315755.0,487829.0,297163.0,382333.0,687531.0,1120923.0,1353675.0,1450719.0,1016777.0,402247.0
270001.0,573197.0,1529003.0,1574827.0,1442915.0,2256455.0,540921.0,431823.0,397635.0,983543.0,1480435.0,1482917.0,1868735.0,1438651.0,485497.0
267899.0,522519.0,840363.0,3579165.0,7040343.0,955851.0,509237.0,488245.0,373601.0,665895.0,2234397.0,5365297.0,3990867.0,735407.0,497117.0
649197.0,600465.0,680809.0,1501073.0,1307611.0,1032445.0,483065.0,278797.0,831081.0,638683.0,1148487.0,1399613.0,1027259.0,665685.0,372435.0
340479.0,731425.0,697915.0,1247941.0,1232041.0,1004699.0,660885.0,230311.0,495837.0,1008335.0,1120597.0,1380227.0,2066409.0,1593561.0,362817.0
189725.0,466287.0,571179.0,853585.0,683775.0,585249.0,478869.0,376179.0,317969.0,504547.0,707537.0,794421.0,635087.0,506989.0,456109.0
251753.0,580025.0,732825.0,1401433.0,1231817.0,1819133.0,852081.0,445747.0,383325.0,615039.0,974501.0,1261873.0,1632013.0,1498617.0,690665.0
269653.0,607597.0,780657.0,1519373.0,1361927.0,1344799.0,678313.0,459063.0,415747.0,658131.0,1179065.0,1543657.0,1459451.0,1017501.0,543199.0
200901.0,623659.0,563669.0,2412101.0,1506753.0,1285227.0,734937.0,439771.0,416643.0,613483.0,915119.0,1393949.0,1335961.0,1038975.0,623181.0
228665.0,535943.0,1874477.0,4538483.0,2744595.0,915083.0,436983.0,591321.0,342879.0,757353.0,2819749.0,3507323.0,1730539.0,729677.0,487499.0
442253.0,852555.0,1518793.0,3507971.0,1914287.0,929763.0,445893.0,346581.0,636349.0,1217845.0,2654201.0,2860751.0,1437501.0,721819.0,427255.0
303249.0,1067521.0,917591.0,2365097.0,1930201.0,1084191.0,884709.0,528351.0,675061.0,973027.0,1645337.0,2162739.0,1510615.0,981043.0,693783.0
200437.0,475451.0,1779991.0,3281671.0,2314905.0,2248099.0,553593.0,589069.0,319027.0,1147215.0,2584383.0,2817743.0,2305095.0,1394775.0,564167.0
289603.0,524311.0,886883.0,1736173.0,1270753.0,762435.0,712847.0,651097.0,380257.0,680435.0,1300681.0,1524689.0,1029489.0,738859.0,681309.0
525457.0,993521.0,1371113.0,2260953.0,1788661.0,1527503.0,772231.0,386579.0,667347.0,1105585.0,1737691.0,2092931.0,1710403.0,1074365.0,589655.0
537237.0,706483.0,1329343.0,1410337.0,1303889.0,901507.0,525323.0,249053.0,573617.0,924595.0,1279491.0,1338521.0,1124035.0,719207.0,389513.0
311251.0,887967.0,1369319.0,2038963.0,1195687.0,1403577.0,587461.0,280957.0,596557.0,1144041.0,1654437.0,1507435.0,1218513.0,996265.0,478869.0
264553.0,504879.0,3165849.0,1839775.0,1400603.0,6555857.0,522861.0,350611.0,375137.0,1688423.0,2372909.0,1752011.0,4704643.0,4143205.0,444575.0
416107.0,807949.0,1286113.0,2489953.0,1937143.0,1323223.0,726337.0,411521.0,577345.0,1001319.0,1777841.0,2167219.0,1704123.0,1056857.0,585239.0
599169.0,1125927.0,1455629.0,3449203.0,3057187.0,1983139.0,903915.0,646637.0,722949.0,1332887.0,2516019.0,3276567.0,2646881.0,1474267.0,765387.0
399025.0,817549.0,1363111.0,2964021.0,2073341.0,1756239.0,777831.0,522079.0,573447.0,1061019.0,2163267.0,2490425.0,1816341.0,1201999.0,653859.0
255335.0,757797.0,1852241.0,6247281.0,4426447.0,4193263.0,389973.0,215301.0,458107.0,1152023.0,3831071.0,5271955.0,4363085.0,2327125.0,303647.0
359833.0,736361.0,1213609.0,2876541.0,2608057.0,2051437.0,716315.0,403681.0,519729.0,949133.0,2064325.0,2813725.0,2384629.0,1401321.0,562929.0
240827.0,535977.0,745341.0,1957927.0,2185817.0,1177231.0,596129.0,346329.0,368581.0,621033.0,1348895.0,2091863.0,1714953.0,899339.0,473591.0
406875.0,777271.0,1723231.0,3776169.0,2953331.0,1951583.0,856235.0,803407.0,556957.0,1232189.0,2803295.0,3414849.0,2416341.0,1397143.0,869927.0
450705.0,827515.0,1373045.0,3196259.0,2525901.0,1649645.0,806313.0,589911.0,607135.0,1057899.0,2278393.0,2923251.0,2159289.0,1317477.0,732929.0
365351.0,738423.0,699137.0,1326591.0,1164955.0,780855.0,552557.0,395441.0,528845.0,690843.0,1001097.0,1248357.0,988681.0,678955.0,481137.0
363279.0,668709.0,653249.0,984455.0,822507.0,1418499.0,814307.0,380309.0,489539.0,639053.0,815027.0,903867.0,1119463.0,1111079.0,588539.0
372101.0,728309.0,1225983.0,2708261.0,1938351.0,1422901.0,838909.0,574755.0,531509.0,954945.0,1971623.0,2354967.0,1707579.0,1147923.0,716065.0
234751.0,799001.0,1638917.0,2474373.0,1572585.0,562237.0,416881.0,617287.0,526005.0,1069567.0,1917253.0,1937655.0,964025.0,478707.0,513867.0
256407.0,779413.0,1149635.0,1685325.0,1700309.0,1185119.0,531011.0,288127.0,511705.0,950205.0,1436563.0,1837467.0,1557265.0,859191.0,406141.0
425153.0,771513.0,1210879.0,1752031.0,1788185.0,1780425.0,573957.0,344861.0,565971.0,969525.0,1437981.0,1737191.0,2018727.0,1334163.0,452491.0
426701.0,805181.0,945845.0,2955277.0,1341251.0,984379.0,572209.0,259519.0,565233.0,836553.0,1882321.0,2056251.0,1100453.0,727741.0,418853.0
335145.0,632011.0,991373.0,1581671.0,1522617.0,2026839.0,570985.0,294915.0,457961.0,791663.0,1286577.0,1596039.0,2255005.0,1749753.0,437777.0
